ts,lat,lon,temp_c,precip_mm,condition
2025-08-17 17:00:00,41.8781,-87.6298,14.767250678964567,0,clear
2025-08-17 16:00:00,41.8781,-87.6298,15.86257319806249,0,cloudy
2025-08-17 15:00:00,41.8781,-87.6298,13.66418245609545,0,cloudy
2025-08-17 14:00:00,41.8781,-87.6298,16.406088771830838,1.58,rain
2025-08-17 13:00:00,41.8781,-87.6298,15.4602946563869,0.7,rain
2025-08-17 12:00:00,41.8781,-87.6298,17.259253089356438,0.48,light rain
2025-08-17 11:00:00,41.8781,-87.6298,15.610019233692197,0.11,light rain
2025-08-17 10:00:00,41.8781,-87.6298,17.164029327159398,0,clear
2025-08-17 09:00:00,41.8781,-87.6298,17.35827012117199,0,clear
2025-08-17 08:00:00,41.8781,-87.6298,18.64859656218751,0,cloudy
2025-08-17 07:00:00,41.8781,-87.6298,18.899913769080122,0,clear
2025-08-17 06:00:00,41.8781,-87.6298,19.025147448242727,2.66,light rain
2025-08-17 05:00:00,41.8781,-87.6298,20.66673288558712,0,clear
2025-08-17 04:00:00,41.8781,-87.6298,20.807558692905076,3.48,rain
2025-08-16 03:00:00,41.8781,-87.6298,22.64206216206247,0,cloudy
2025-08-16 02:00:00,41.8781,-87.6298,22.842107138304225,2.24,light rain
2025-08-16 01:00:00,41.8781,-87.6298,25.106724464592965,0,clear
2025-08-16 00:00:00,41.8781,-87.6298,24.589625297026068,0,cloudy
2025-08-15 23:00:00,41.8781,-87.6298,19.038337256194126,0,clear
2025-08-15 22:00:00,41.8781,-87.6298,17.644392535143016,0,clear
2025-08-15 21:00:00,41.8781,-87.6298,19.162546814438315,3.67,rain
2025-08-15 20:00:00,41.8781,-87.6298,17.069481906620084,1.91,light rain
2025-08-15 19:00:00,41.8781,-87.6298,16.397346967663946,0,clear
2025-08-15 18:00:00,41.8781,-87.6298,17.0142885860396,0,clear
2025-08-15 17:00:00,41.8781,-87.6298,15.463753774676999,0,cloudy
2025-08-15 16:00:00,41.8781,-87.6298,13.901638421338069,0,clear
2025-08-15 15:00:00,41.8781,-87.6298,15.885892642469534,0,clear
2025-08-15 14:00:00,41.8781,-87.6298,14.781702209600475,2.98,rain
2025-08-15 13:00:00,41.8781,-87.6298,17.321374323566786,2.42,light rain
2025-08-15 12:00:00,41.8781,-87.6298,16.6176666054369,0,cloudy
2025-08-15 11:00:00,41.8781,-87.6298,15.541210184960242,0,clear
2025-08-15 10:00:00,41.8781,-87.6298,18.34270942048,0,clear
2025-08-15 09:00:00,41.8781,-87.6298,17.95862452793888,2.73,light rain
2025-08-15 08:00:00,41.8781,-87.6298,16.793279399377482,0,clear
2025-08-15 07:00:00,41.8781,-87.6298,18.191834916955514,0,clear
2025-08-15 06:00:00,41.8781,-87.6298,19.649039644441153,1.8,light rain
2025-08-15 05:00:00,41.8781,-87.6298,21.29417649276753,0,clear
2025-08-15 04:00:00,41.8781,-87.6298,20.663214169681936,0,clear
2025-08-15 03:00:00,41.8781,-87.6298,22.348835610866956,0,cloudy
2025-08-15 02:00:00,41.8781,-87.6298,22.545832421058694,0.9,light rain
2025-08-15 01:00:00,41.8781,-87.6298,23.23580386012565,0,clear
2025-08-15 00:00:00,41.8781,-87.6298,22.74426789375181,0,clear
2025-08-14 23:00:00,41.8781,-87.6298,20.0068878726991,0,clear
2025-08-14 22:00:00,41.8781,-87.6298,19.14059391811493,3.81,light rain
2025-08-14 21:00:00,41.8781,-87.6298,16.35564616840839,1.05,light rain
2025-08-14 20:00:00,41.8781,-87.6298,17.292133322770283,0,cloudy
2025-08-14 19:00:00,41.8781,-87.6298,16.399992263032466,0,clear
2025-08-14 18:00:00,41.8781,-87.6298,14.190923557691036,0,clear
2025-08-14 17:00:00,41.8781,-87.6298,16.65013070201693,2.94,light rain
2025-08-14 16:00:00,41.8781,-87.6298,16.198027369459886,0,clear
2025-08-14 15:00:00,41.8781,-87.6298,12.227238481879928,0,cloudy
2025-08-14 14:00:00,41.8781,-87.6298,16.316863641097285,0,clear
2025-08-14 13:00:00,41.8781,-87.6298,16.137438721587273,0,clear
2025-08-14 12:00:00,41.8781,-87.6298,17.944645618782165,0.98,rain
2025-08-14 11:00:00,41.8781,-87.6298,16.26763656824543,0.78,rain
2025-08-14 10:00:00,41.8781,-87.6298,18.853833636825833,2.43,light rain
2025-08-14 09:00:00,41.8781,-87.6298,16.39570095277498,0,cloudy
2025-08-14 08:00:00,41.8781,-87.6298,20.43005070112219,0,clear
2025-08-14 07:00:00,41.8781,-87.6298,20.702542854838626,0,clear
2025-08-14 06:00:00,41.8781,-87.6298,21.141635188540576,0,clear
2025-08-14 05:00:00,41.8781,-87.6298,19.913881942978886,0,clear
2025-08-14 04:00:00,41.8781,-87.6298,19.892206453402842,0,clear
2025-08-14 03:00:00,41.8781,-87.6298,22.450590346299172,0,clear
2025-08-14 02:00:00,41.8781,-87.6298,22.230635876816027,0,clear
2025-08-14 01:00:00,41.8781,-87.6298,25.315248401710203,0,clear
2025-08-14 00:00:00,41.8781,-87.6298,23.612966913727313,0,clear
2025-08-13 23:00:00,41.8781,-87.6298,18.987018088676557,0.78,light rain
2025-08-13 22:00:00,41.8781,-87.6298,17.09363564351751,0,clear
2025-08-13 21:00:00,41.8781,-87.6298,16.04935378043213,1,light rain
2025-08-13 20:00:00,41.8781,-87.6298,17.733807904908712,0,cloudy
2025-08-13 19:00:00,41.8781,-87.6298,15.099089855605078,0,clear
2025-08-13 18:00:00,41.8781,-87.6298,17.520465389370734,0.68,rain
2025-08-13 17:00:00,41.8781,-87.6298,14.785922458150543,2,light rain
2025-08-13 16:00:00,41.8781,-87.6298,15.078207317729953,0,clear
2025-08-13 15:00:00,41.8781,-87.6298,12.471572683271843,1.02,light rain
2025-08-13 14:00:00,41.8781,-87.6298,13.58788588339418,0.38,rain
2025-08-13 13:00:00,41.8781,-87.6298,15.379857131640756,0,clear
2025-08-13 12:00:00,41.8781,-87.6298,15.961305320869677,0,clear
2025-08-13 11:00:00,41.8781,-87.6298,18.146652015317457,0,clear
2025-08-13 10:00:00,41.8781,-87.6298,18.72593605304604,0,cloudy
2025-08-13 09:00:00,41.8781,-87.6298,16.55162024277867,3.28,rain
2025-08-13 08:00:00,41.8781,-87.6298,17.674487154264543,0,clear
2025-08-13 07:00:00,41.8781,-87.6298,20.79974102538022,0,clear
2025-08-13 06:00:00,41.8781,-87.6298,18.605611306609752,0,cloudy
2025-08-20 06:00:00,41.8781,-87.6298,21.274071873738595,0,cloudy
