trip_id,stop_id,actual_ts,vehicle_id
AB1,BEATTY_AIRPORT,2025-08-15 08:03:00,sim-14
AB1,BEATTY_AIRPORT,2025-08-14 08:09:00,sim-14
AB1,BULLFROG,2025-08-20 08:12:00,sim-51
AB1,BULLFROG,2025-08-19 08:08:00,sim-51
AB1,BULLFROG,2025-08-18 08:16:00,sim-51
AB1,BULLFROG,2025-08-17 08:09:00,sim-51
AB1,BULLFROG,2025-08-16 08:11:00,sim-51
AB1,BULLFROG,2025-08-15 08:09:00,sim-51
AB1,BULLFROG,2025-08-14 08:15:00,sim-51
AB2,BULLFROG,2025-08-20 12:08:00,sim-93
AB2,BULLFROG,2025-08-19 12:10:00,sim-93
AB2,BULLFROG,2025-08-18 12:01:00,sim-93
AB2,BULLFROG,2025-08-17 12:02:00,sim-93
AB2,BULLFROG,2025-08-16 12:05:00,sim-93
AB2,BULLFROG,2025-08-15 12:06:00,sim-93
AB2,BULLFROG,2025-08-14 12:09:00,sim-93
AB2,BEATTY_AIRPORT,2025-08-20 12:19:00,sim-60
AB2,BEATTY_AIRPORT,2025-08-19 12:15:00,sim-60
AB2,BEATTY_AIRPORT,2025-08-18 12:15:00,sim-60
AB2,BEATTY_AIRPORT,2025-08-17 12:16:00,sim-60
AB2,BEATTY_AIRPORT,2025-08-16 12:11:00,sim-60
AB2,BEATTY_AIRPORT,2025-08-15 12:15:00,sim-60
AB2,BEATTY_AIRPORT,2025-08-14 12:20:00,sim-60
BFC1,BULLFROG,2025-08-20 08:19:00,sim-22
BFC1,BULLFROG,2025-08-19 08:20:00,sim-22
BFC1,BULLFROG,2025-08-18 08:20:00,sim-22
BFC1,BULLFROG,2025-08-17 08:23:00,sim-22
BFC1,BULLFROG,2025-08-16 08:22:00,sim-22
BFC1,BULLFROG,2025-08-15 08:20:00,sim-22
BFC1,BULLFROG,2025-08-14 08:26:00,sim-22
BFC1,FUR_CREEK_RES,2025-08-20 09:23:00,sim-81
BFC1,FUR_CREEK_RES,2025-08-19 09:24:00,sim-81
BFC1,FUR_CREEK_RES,2025-08-18 09:34:00,sim-81
BFC1,FUR_CREEK_RES,2025-08-17 09:19:00,sim-81
BFC1,FUR_CREEK_RES,2025-08-16 09:16:00,sim-81
BFC1,FUR_CREEK_RES,2025-08-15 09:20:00,sim-81
BFC1,FUR_CREEK_RES,2025-08-14 09:20:00,sim-81
BFC2,FUR_CREEK_RES,2025-08-20 11:02:00,sim-15
BFC2,FUR_CREEK_RES,2025-08-19 11:00:00,sim-15
BFC2,FUR_CREEK_RES,2025-08-18 11:07:00,sim-15
BFC2,FUR_CREEK_RES,2025-08-17 10:58:00,sim-15
BFC2,FUR_CREEK_RES,2025-08-16 11:00:00,sim-15
BFC2,FUR_CREEK_RES,2025-08-15 11:01:00,sim-15
BFC2,FUR_CREEK_RES,2025-08-14 11:07:00,sim-15
BFC2,BULLFROG,2025-08-20 12:01:00,sim-84
BFC2,BULLFROG,2025-08-19 12:02:00,sim-84
BFC2,BULLFROG,2025-08-18 12:02:00,sim-84
BFC2,BULLFROG,2025-08-17 12:00:00,sim-84
BFC2,BULLFROG,2025-08-16 12:01:00,sim-84
BFC2,BULLFROG,2025-08-15 12:03:00,sim-84
BFC2,BULLFROG,2025-08-14 12:03:00,sim-84
AAMV1,BEATTY_AIRPORT,2025-08-20 08:04:00,sim-81
AAMV1,BEATTY_AIRPORT,2025-08-19 08:00:00,sim-81
AAMV1,BEATTY_AIRPORT,2025-08-18 08:00:00,sim-81
AAMV1,BEATTY_AIRPORT,2025-08-17 08:02:00,sim-81
AAMV1,BEATTY_AIRPORT,2025-08-16 07:59:00,sim-81
AAMV1,BEATTY_AIRPORT,2025-08-15 08:05:00,sim-81
AAMV1,BEATTY_AIRPORT,2025-08-14 08:05:00,sim-81
AAMV1,AMV,2025-08-20 09:04:00,sim-10
AAMV1,AMV,2025-08-19 09:07:00,sim-10
AAMV1,AMV,2025-08-18 09:02:00,sim-10
AAMV1,AMV,2025-08-17 08:56:00,sim-10
AAMV1,AMV,2025-08-16 09:05:00,sim-10
AAMV1,AMV,2025-08-15 09:00:00,sim-10
AAMV1,AMV,2025-08-14 09:01:00,sim-10
AAMV2,AMV,2025-08-20 10:00:00,sim-33
AAMV2,AMV,2025-08-19 10:04:00,sim-33
AAMV2,AMV,2025-08-18 09:59:00,sim-33
AAMV2,AMV,2025-08-17 10:07:00,sim-33
AAMV2,AMV,2025-08-16 10:00:00,sim-33
AAMV2,AMV,2025-08-15 10:06:00,sim-33
AAMV2,AMV,2025-08-14 09:56:00,sim-33
AAMV2,BEATTY_AIRPORT,2025-08-20 11:00:00,sim-4
AAMV2,BEATTY_AIRPORT,2025-08-19 11:01:00,sim-4
AAMV2,BEATTY_AIRPORT,2025-08-18 11:01:00,sim-4
AAMV2,BEATTY_AIRPORT,2025-08-17 11:01:00,sim-4
AAMV2,BEATTY_AIRPORT,2025-08-16 11:08:00,sim-4
AAMV2,BEATTY_AIRPORT,2025-08-15 11:01:00,sim-4
AAMV2,BEATTY_AIRPORT,2025-08-14 11:03:00,sim-4
AAMV3,BEATTY_AIRPORT,2025-08-20 13:01:00,sim-59
AAMV3,BEATTY_AIRPORT,2025-08-19 13:07:00,sim-59
AAMV3,BEATTY_AIRPORT,2025-08-18 13:06:00,sim-59
AAMV3,BEATTY_AIRPORT,2025-08-17 12:56:00,sim-59
AAMV3,BEATTY_AIRPORT,2025-08-16 13:08:00,sim-59
AAMV3,BEATTY_AIRPORT,2025-08-15 13:05:00,sim-59
AAMV3,BEATTY_AIRPORT,2025-08-14 13:01:00,sim-59
AAMV3,AMV,2025-08-20 14:05:00,sim-28
AAMV3,AMV,2025-08-19 14:03:00,sim-28
AAMV3,AMV,2025-08-18 14:10:00,sim-28
AAMV3,AMV,2025-08-17 13:59:00,sim-28
AAMV3,AMV,2025-08-16 14:00:00,sim-28
AAMV3,AMV,2025-08-15 14:03:00,sim-28
AAMV3,AMV,2025-08-14 14:00:00,sim-28
AAMV4,AMV,2025-08-20 15:10:00,sim-39
AAMV4,AMV,2025-08-19 15:04:00,sim-39
AAMV4,AMV,2025-08-18 15:11:00,sim-39
AAMV4,AMV,2025-08-17 14:56:00,sim-39
AAMV4,AMV,2025-08-16 14:59:00,sim-39
AAMV4,AMV,2025-08-15 14:58:00,sim-39
AAMV4,AMV,2025-08-14 15:02:00,sim-39
AAMV4,BEATTY_AIRPORT,2025-08-20 16:03:00,sim-10
AAMV4,BEATTY_AIRPORT,2025-08-19 16:06:00,sim-10
AAMV4,BEATTY_AIRPORT,2025-08-18 16:05:00,sim-10
AAMV4,BEATTY_AIRPORT,2025-08-17 16:03:00,sim-10
AAMV4,BEATTY_AIRPORT,2025-08-16 16:05:00,sim-10
AAMV4,BEATTY_AIRPORT,2025-08-15 16:01:00,sim-10
AAMV4,BEATTY_AIRPORT,2025-08-14 16:04:00,sim-10
